Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Human gene stable ID,Human gene name,%id. target Human gene identical to query gene,%id. query gene identical to target Human gene,"Human orthology confidence [0 low, 1 high]"
ENSECAG00000024417,ENSECAG00000024417.4,ENSECAT00000124685,ENSECAT00000124685.1,ENSG00000213977,TAX1BP3,78.4722,91.129,1
ENSECAG00000019797,ENSECAG00000019797.3,ENSECAT00000021942,ENSECAT00000021942.3,ENSG00000159131,GART,90.8644,91.5842,1
ENSECAG00000019797,ENSECAG00000019797.3,ENSECAT00000053272,ENSECAT00000053272.2,ENSG00000159131,GART,90.8644,91.5842,1
ENSECAG00000015387,ENSECAG00000015387.4,ENSECAT00000100421,ENSECAT00000100421.1,ENSG00000065534,MYLK,78.5404,84.9007,1
ENSECAG00000015387,ENSECAG00000015387.4,ENSECAT00000031512,ENSECAT00000031512.2,ENSG00000065534,MYLK,78.5404,84.9007,1
ENSECAG00000015387,ENSECAG00000015387.4,ENSECAT00000054164,ENSECAT00000054164.3,ENSG00000065534,MYLK,78.5404,84.9007,1
ENSECAG00000015387,ENSECAG00000015387.4,ENSECAT00000038715,ENSECAT00000038715.3,ENSG00000065534,MYLK,78.5404,84.9007,1
ENSECAG00000016915,ENSECAG00000016915.3,ENSECAT00000017948,ENSECAT00000017948.3,ENSG00000089116,LHX5,99.005,99.005,1
ENSECAG00000014809,ENSECAG00000014809.4,ENSECAT00000117060,ENSECAT00000117060.1,ENSG00000118046,STK11,88.8337,82.679,1
ENSECAG00000014809,ENSECAG00000014809.4,ENSECAT00000015732,ENSECAT00000015732.4,ENSG00000118046,STK11,88.8337,82.679,1
ENSECAG00000012695,ENSECAG00000012695.4,ENSECAT00000013148,ENSECAT00000013148.4,ENSG00000185610,DBX2,88.9855,90.5605,1
ENSECAG00000012695,ENSECAG00000012695.4,ENSECAT00000135891,ENSECAT00000135891.1,ENSG00000185610,DBX2,88.9855,90.5605,1
ENSECAG00000000540,ENSECAG00000000540.4,ENSECAT00000101273,ENSECAT00000101273.1,ENSG00000154781,CCDC174,88.7356,82.6552,1
ENSECAG00000000540,ENSECAG00000000540.4,ENSECAT00000000611,ENSECAT00000000611.4,ENSG00000154781,CCDC174,88.7356,82.6552,1
ENSECAG00000000540,ENSECAG00000000540.4,ENSECAT00000077520,ENSECAT00000077520.2,ENSG00000154781,CCDC174,88.7356,82.6552,1
ENSECAG00000024635,ENSECAG00000024635.3,ENSECAT00000026517,ENSECAT00000026517.3,ENSG00000127774,EMC6,100,100,1
ENSECAG00000024635,ENSECAG00000024635.3,ENSECAT00000146763,ENSECAT00000146763.1,ENSG00000127774,EMC6,100,100,1
ENSECAG00000056425,ENSECAG00000056425.1,ENSECAT00000134617,ENSECAT00000134617.1,ENSG00000006059,KRT33A,90.367,48.7624,0
ENSECAG00000056425,ENSECAG00000056425.1,ENSECAT00000090744,ENSECAT00000090744.1,ENSG00000006059,KRT33A,90.367,48.7624,0
ENSECAG00000056425,ENSECAG00000056425.1,ENSECAT00000117023,ENSECAT00000117023.1,ENSG00000006059,KRT33A,90.367,48.7624,0
ENSECAG00000052567,ENSECAG00000052567.1,ENSECAT00000042730,ENSECAT00000042730.2,ENSG00000118596,SLC16A7,81.0552,70.7113,1
ENSECAG00000052567,ENSECAG00000052567.1,ENSECAT00000036390,ENSECAT00000036390.2,ENSG00000118596,SLC16A7,81.0552,70.7113,1
ENSECAG00000033068,ENSECAG00000033068.2,ENSECAT00000107081,ENSECAT00000107081.1,ENSG00000099625,CBARP,73.3424,76.8794,1
ENSECAG00000033068,ENSECAG00000033068.2,ENSECAT00000126130,ENSECAT00000126130.1,ENSG00000099625,CBARP,73.3424,76.8794,1
ENSECAG00000033068,ENSECAG00000033068.2,ENSECAT00000056388,ENSECAT00000056388.2,ENSG00000099625,CBARP,73.3424,76.8794,1
ENSECAG00000033068,ENSECAG00000033068.2,ENSECAT00000107542,ENSECAT00000107542.1,ENSG00000099625,CBARP,73.3424,76.8794,1
ENSECAG00000004536,ENSECAG00000004536.4,ENSECAT00000006158,ENSECAT00000006158.3,ENSG00000137942,FNBP1L,98.358,99.0083,1
ENSECAG00000004536,ENSECAG00000004536.4,ENSECAT00000066511,ENSECAT00000066511.2,ENSG00000137942,FNBP1L,98.358,99.0083,1
ENSECAG00000004536,ENSECAG00000004536.4,ENSECAT00000090187,ENSECAT00000090187.1,ENSG00000137942,FNBP1L,98.358,99.0083,1
ENSECAG00000004536,ENSECAG00000004536.4,ENSECAT00000141506,ENSECAT00000141506.1,ENSG00000137942,FNBP1L,98.358,99.0083,1
ENSECAG00000004536,ENSECAG00000004536.4,ENSECAT00000112724,ENSECAT00000112724.1,ENSG00000137942,FNBP1L,98.358,99.0083,1
ENSECAG00000004536,ENSECAG00000004536.4,ENSECAT00000006168,ENSECAT00000006168.3,ENSG00000137942,FNBP1L,98.358,99.0083,1
ENSECAG00000022516,ENSECAG00000022516.4,ENSECAT00000116658,ENSECAT00000116658.1,ENSG00000140382,HMG20A,90.6166,97.4063,1
ENSECAG00000022516,ENSECAG00000022516.4,ENSECAT00000024020,ENSECAT00000024020.4,ENSG00000140382,HMG20A,90.6166,97.4063,1
ENSECAG00000022516,ENSECAG00000022516.4,ENSECAT00000070045,ENSECAT00000070045.2,ENSG00000140382,HMG20A,90.6166,97.4063,1
ENSECAG00000022516,ENSECAG00000022516.4,ENSECAT00000121188,ENSECAT00000121188.1,ENSG00000140382,HMG20A,90.6166,97.4063,1
ENSECAG00000022516,ENSECAG00000022516.4,ENSECAT00000139381,ENSECAT00000139381.1,ENSG00000140382,HMG20A,90.6166,97.4063,1
ENSECAG00000014531,ENSECAG00000014531.4,ENSECAT00000093462,ENSECAT00000093462.1,ENSG00000119725,ZNF410,84.2593,95.1883,1
ENSECAG00000014531,ENSECAG00000014531.4,ENSECAT00000066752,ENSECAT00000066752.2,ENSG00000119725,ZNF410,84.2593,95.1883,1
ENSECAG00000014531,ENSECAG00000014531.4,ENSECAT00000067042,ENSECAT00000067042.2,ENSG00000119725,ZNF410,84.2593,95.1883,1
ENSECAG00000014531,ENSECAG00000014531.4,ENSECAT00000066710,ENSECAT00000066710.2,ENSG00000119725,ZNF410,84.2593,95.1883,1
ENSECAG00000014531,ENSECAG00000014531.4,ENSECAT00000015412,ENSECAT00000015412.3,ENSG00000119725,ZNF410,84.2593,95.1883,1
ENSECAG00000014531,ENSECAG00000014531.4,ENSECAT00000056591,ENSECAT00000056591.2,ENSG00000119725,ZNF410,84.2593,95.1883,1
ENSECAG00000014531,ENSECAG00000014531.4,ENSECAT00000042314,ENSECAT00000042314.2,ENSG00000119725,ZNF410,84.2593,95.1883,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000016848,ENSECAT00000016848.3,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000062461,ENSECAT00000062461.3,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000051397,ENSECAT00000051397.2,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000055046,ENSECAT00000055046.2,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000049040,ENSECAT00000049040.2,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000045495,ENSECAT00000045495.2,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000041458,ENSECAT00000041458.3,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000015256,ENSECAG00000015256.4,ENSECAT00000033156,ENSECAT00000033156.2,ENSG00000008294,SPAG9,95.4613,97.1234,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000131975,ENSECAT00000131975.1,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000128745,ENSECAT00000128745.1,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000041998,ENSECAT00000041998.2,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000139058,ENSECAT00000139058.1,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000072708,ENSECAT00000072708.2,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000113513,ENSECAT00000113513.1,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000024680,ENSECAT00000024680.4,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000081134,ENSECAT00000081134.1,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000023042,ENSECAG00000023042.4,ENSECAT00000095120,ENSECAT00000095120.1,ENSG00000163933,RFT1,83.935,85.9519,1
ENSECAG00000008432,ENSECAG00000008432.3,ENSECAT00000008519,ENSECAT00000008519.3,ENSG00000177602,HASPIN,76.2389,75.188,1
ENSECAG00000008432,ENSECAG00000008432.3,ENSECAT00000116045,ENSECAT00000116045.1,ENSG00000177602,HASPIN,76.2389,75.188,1
ENSECAG00000000703,ENSECAG00000000703.4,ENSECAT00000000584,ENSECAT00000000584.4,ENSG00000151093,OXSM,92.2414,93.2462,1
ENSECAG00000000703,ENSECAG00000000703.4,ENSECAT00000110871,ENSECAT00000110871.1,ENSG00000151093,OXSM,92.2414,93.2462,1
ENSECAG00000038912,ENSECAG00000038912.2,ENSECAT00000131438,ENSECAT00000131438.1,ENSG00000168246,UBTD2,83.5165,97.4359,1
ENSECAG00000038912,ENSECAG00000038912.2,ENSECAT00000135452,ENSECAT00000135452.1,ENSG00000168246,UBTD2,83.5165,97.4359,1
ENSECAG00000038912,ENSECAG00000038912.2,ENSECAT00000079798,ENSECAT00000079798.1,ENSG00000168246,UBTD2,83.5165,97.4359,1
ENSECAG00000038912,ENSECAG00000038912.2,ENSECAT00000058813,ENSECAT00000058813.2,ENSG00000168246,UBTD2,83.5165,97.4359,1
ENSECAG00000038912,ENSECAG00000038912.2,ENSECAT00000016048,ENSECAT00000016048.3,ENSG00000168246,UBTD2,83.5165,97.4359,1
ENSECAG00000025750,ENSECAG00000025750.2,ENSECAT00000027762,ENSECAT00000027762.2,ENSG00000252459,,53.9062,72.6316,1
ENSECAG00000025286,ENSECAG00000025286.2,ENSECAT00000027298,ENSECAT00000027298.2,ENSG00000207500,SNORD102,94.3662,93.0556,1
ENSECAG00000019894,ENSECAG00000019894.4,ENSECAT00000060766,ENSECAT00000060766.2,ENSG00000153250,RBMS1,90.2381,93.3498,1
ENSECAG00000019894,ENSECAG00000019894.4,ENSECAT00000021603,ENSECAT00000021603.3,ENSG00000153250,RBMS1,90.2381,93.3498,1
ENSECAG00000019894,ENSECAG00000019894.4,ENSECAT00000085404,ENSECAT00000085404.1,ENSG00000153250,RBMS1,90.2381,93.3498,1
ENSECAG00000019894,ENSECAG00000019894.4,ENSECAT00000021546,ENSECAT00000021546.3,ENSG00000153250,RBMS1,90.2381,93.3498,1
ENSECAG00000019894,ENSECAG00000019894.4,ENSECAT00000030696,ENSECAT00000030696.2,ENSG00000153250,RBMS1,90.2381,93.3498,1
ENSECAG00000024914,ENSECAG00000024914.3,ENSECAT00000026871,ENSECAT00000026871.2,ENSG00000137947,GTF2B,100,100,1
ENSECAG00000024914,ENSECAG00000024914.3,ENSECAT00000128122,ENSECAT00000128122.1,ENSG00000137947,GTF2B,100,100,1
ENSECAG00000008444,ENSECAG00000008444.3,ENSECAT00000008740,ENSECAT00000008740.3,ENSG00000074356,NCBP3,91.637,83.0645,1
ENSECAG00000008444,ENSECAG00000008444.3,ENSECAT00000106357,ENSECAT00000106357.1,ENSG00000074356,NCBP3,91.637,83.0645,1
ENSECAG00000018222,ENSECAG00000018222.3,ENSECAT00000019759,ENSECAT00000019759.3,ENSG00000066135,KDM4A,96.1502,96.2406,1
ENSECAG00000018222,ENSECAG00000018222.3,ENSECAT00000107911,ENSECAT00000107911.1,ENSG00000066135,KDM4A,96.1502,96.2406,1
ENSECAG00000018222,ENSECAG00000018222.3,ENSECAT00000095017,ENSECAT00000095017.1,ENSG00000066135,KDM4A,96.1502,96.2406,1
ENSECAG00000049171,ENSECAG00000049171.1,ENSECAT00000066319,ENSECAT00000066319.2,ENSG00000102755,FLT1,88.6846,46.861,0
ENSECAG00000024200,ENSECAG00000024200.4,ENSECAT00000026026,ENSECAT00000026026.4,ENSG00000184271,POU6F1,95.2537,95.2537,1
ENSECAG00000024200,ENSECAG00000024200.4,ENSECAT00000105269,ENSECAT00000105269.1,ENSG00000184271,POU6F1,95.2537,95.2537,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000120605,ENSECAT00000120605.1,ENSG00000272391,POM121C,57.3482,72.7457,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000087811,ENSECAT00000087811.1,ENSG00000272391,POM121C,57.3482,72.7457,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000089333,ENSECAT00000089333.1,ENSG00000272391,POM121C,57.3482,72.7457,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000106528,ENSECAT00000106528.1,ENSG00000272391,POM121C,57.3482,72.7457,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000035584,ENSECAT00000035584.2,ENSG00000272391,POM121C,57.3482,72.7457,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000000628,ENSECAT00000000628.4,ENSG00000272391,POM121C,57.3482,72.7457,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000120605,ENSECAT00000120605.1,ENSG00000196313,POM121,72.2843,72.458,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000087811,ENSECAT00000087811.1,ENSG00000196313,POM121,72.2843,72.458,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000089333,ENSECAT00000089333.1,ENSG00000196313,POM121,72.2843,72.458,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000106528,ENSECAT00000106528.1,ENSG00000196313,POM121,72.2843,72.458,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000035584,ENSECAT00000035584.2,ENSG00000196313,POM121,72.2843,72.458,1
ENSECAG00000000464,ENSECAG00000000464.4,ENSECAT00000000628,ENSECAT00000000628.4,ENSG00000196313,POM121,72.2843,72.458,1
ENSECAG00000003473,ENSECAG00000003473.3,ENSECAT00000005784,ENSECAT00000005784.3,ENSG00000070540,WIPI1,94.6188,94.6188,1
ENSECAG00000003473,ENSECAG00000003473.3,ENSECAT00000058013,ENSECAT00000058013.2,ENSG00000070540,WIPI1,94.6188,94.6188,1
ENSECAG00000003473,ENSECAG00000003473.3,ENSECAT00000107512,ENSECAT00000107512.1,ENSG00000070540,WIPI1,94.6188,94.6188,1
ENSECAG00000017242,ENSECAG00000017242.4,ENSECAT00000089991,ENSECAT00000089991.1,ENSG00000148484,RSU1,72.242,73.2852,1
ENSECAG00000017242,ENSECAG00000017242.4,ENSECAT00000091538,ENSECAT00000091538.1,ENSG00000148484,RSU1,72.242,73.2852,1
ENSECAG00000017242,ENSECAG00000017242.4,ENSECAT00000119784,ENSECAT00000119784.1,ENSG00000148484,RSU1,72.242,73.2852,1
ENSECAG00000017242,ENSECAG00000017242.4,ENSECAT00000018303,ENSECAT00000018303.4,ENSG00000148484,RSU1,72.242,73.2852,1
ENSECAG00000017242,ENSECAG00000017242.4,ENSECAT00000078450,ENSECAT00000078450.2,ENSG00000148484,RSU1,72.242,73.2852,1
ENSECAG00000013357,ENSECAG00000013357.4,ENSECAT00000013987,ENSECAT00000013987.3,ENSG00000131379,C3orf20,66.0754,65.9292,1
ENSECAG00000023123,ENSECAG00000023123.4,ENSECAT00000123763,ENSECAT00000123763.1,ENSG00000151092,NGLY1,89.6183,89.7553,1
ENSECAG00000023123,ENSECAG00000023123.4,ENSECAT00000072346,ENSECAT00000072346.2,ENSG00000151092,NGLY1,89.6183,89.7553,1
ENSECAG00000023123,ENSECAG00000023123.4,ENSECAT00000024825,ENSECAT00000024825.3,ENSG00000151092,NGLY1,89.6183,89.7553,1
ENSECAG00000023123,ENSECAG00000023123.4,ENSECAT00000121123,ENSECAT00000121123.1,ENSG00000151092,NGLY1,89.6183,89.7553,1
ENSECAG00000023123,ENSECAG00000023123.4,ENSECAT00000145378,ENSECAT00000145378.1,ENSG00000151092,NGLY1,89.6183,89.7553,1
ENSECAG00000023123,ENSECAG00000023123.4,ENSECAT00000116806,ENSECAT00000116806.1,ENSG00000151092,NGLY1,89.6183,89.7553,1
ENSECAG00000023123,ENSECAG00000023123.4,ENSECAT00000095707,ENSECAT00000095707.1,ENSG00000151092,NGLY1,89.6183,89.7553,1
ENSECAG00000010765,ENSECAG00000010765.4,ENSECAT00000011605,ENSECAT00000011605.4,ENSG00000123983,ACSL3,92.8177,93.3333,1
ENSECAG00000010765,ENSECAG00000010765.4,ENSECAT00000098647,ENSECAT00000098647.1,ENSG00000123983,ACSL3,92.8177,93.3333,1
ENSECAG00000010765,ENSECAG00000010765.4,ENSECAT00000143273,ENSECAT00000143273.1,ENSG00000123983,ACSL3,92.8177,93.3333,1
ENSECAG00000015586,ENSECAG00000015586.4,ENSECAT00000016307,ENSECAT00000016307.4,ENSG00000214360,EFCAB9,52.1236,68.5279,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000055966,ENSECAT00000055966.2,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000115463,ENSECAT00000115463.1,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000025595,ENSECAT00000025595.4,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000036141,ENSECAT00000036141.2,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000090817,ENSECAT00000090817.1,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000129696,ENSECAT00000129696.1,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000061270,ENSECAT00000061270.3,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000034266,ENSECAT00000034266.2,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000023716,ENSECAG00000023716.4,ENSECAT00000056891,ENSECAT00000056891.3,ENSG00000122965,RBM19,79.0586,85.7292,1
ENSECAG00000039496,ENSECAG00000039496.3,ENSECAT00000051111,ENSECAT00000051111.2,ENSG00000080224,EPHA6,94.5736,21.5929,0
ENSECAG00000020298,ENSECAG00000020298.4,ENSECAT00000101751,ENSECAT00000101751.1,ENSG00000214753,HNRNPUL2,97.861,97.992,1
ENSECAG00000020298,ENSECAG00000020298.4,ENSECAT00000136916,ENSECAT00000136916.1,ENSG00000214753,HNRNPUL2,97.861,97.992,1
ENSECAG00000020298,ENSECAG00000020298.4,ENSECAT00000056648,ENSECAT00000056648.2,ENSG00000214753,HNRNPUL2,97.861,97.992,1
ENSECAG00000020298,ENSECAG00000020298.4,ENSECAT00000097375,ENSECAT00000097375.1,ENSG00000214753,HNRNPUL2,97.861,97.992,1
ENSECAG00000041037,ENSECAG00000041037.2,ENSECAT00000131611,ENSECAT00000131611.1,ENSG00000167470,MIDN,87.9245,91.1937,1
ENSECAG00000041037,ENSECAG00000041037.2,ENSECAT00000088037,ENSECAT00000088037.1,ENSG00000167470,MIDN,87.9245,91.1937,1
ENSECAG00000041037,ENSECAG00000041037.2,ENSECAT00000008254,ENSECAT00000008254.4,ENSG00000167470,MIDN,87.9245,91.1937,1
ENSECAG00000041037,ENSECAG00000041037.2,ENSECAT00000125633,ENSECAT00000125633.1,ENSG00000167470,MIDN,87.9245,91.1937,1
ENSECAG00000041037,ENSECAG00000041037.2,ENSECAT00000099089,ENSECAT00000099089.1,ENSG00000167470,MIDN,87.9245,91.1937,1
ENSECAG00000041037,ENSECAG00000041037.2,ENSECAT00000128515,ENSECAT00000128515.1,ENSG00000167470,MIDN,87.9245,91.1937,1
ENSECAG00000024764,ENSECAG00000024764.3,ENSECAT00000026714,ENSECAT00000026714.3,ENSG00000146376,ARHGAP18,89.759,89.8944,1
ENSECAG00000024764,ENSECAG00000024764.3,ENSECAT00000034242,ENSECAT00000034242.2,ENSG00000146376,ARHGAP18,89.759,89.8944,1
ENSECAG00000024764,ENSECAG00000024764.3,ENSECAT00000097657,ENSECAT00000097657.1,ENSG00000146376,ARHGAP18,89.759,89.8944,1
ENSECAG00000024764,ENSECAG00000024764.3,ENSECAT00000130977,ENSECAT00000130977.1,ENSG00000146376,ARHGAP18,89.759,89.8944,1
ENSECAG00000024764,ENSECAG00000024764.3,ENSECAT00000100849,ENSECAT00000100849.1,ENSG00000146376,ARHGAP18,89.759,89.8944,1
ENSECAG00000024764,ENSECAG00000024764.3,ENSECAT00000090400,ENSECAT00000090400.1,ENSG00000146376,ARHGAP18,89.759,89.8944,1
ENSECAG00000024916,ENSECAG00000024916.4,ENSECAT00000026949,ENSECAT00000026949.3,ENSG00000065243,PKN2,97.355,97.2561,1
ENSECAG00000024916,ENSECAG00000024916.4,ENSECAT00000108170,ENSECAT00000108170.1,ENSG00000065243,PKN2,97.355,97.2561,1
ENSECAG00000024916,ENSECAG00000024916.4,ENSECAT00000062419,ENSECAT00000062419.3,ENSG00000065243,PKN2,97.355,97.2561,1
ENSECAG00000024916,ENSECAG00000024916.4,ENSECAT00000057098,ENSECAT00000057098.3,ENSG00000065243,PKN2,97.355,97.2561,1
ENSECAG00000024916,ENSECAG00000024916.4,ENSECAT00000115480,ENSECAT00000115480.1,ENSG00000065243,PKN2,97.355,97.2561,1
ENSECAG00000024916,ENSECAG00000024916.4,ENSECAT00000115629,ENSECAT00000115629.1,ENSG00000065243,PKN2,97.355,97.2561,1
ENSECAG00000012680,ENSECAG00000012680.4,ENSECAT00000013177,ENSECAT00000013177.3,ENSG00000139597,N4BP2L1,35.3448,50.6173,0
ENSECAG00000012680,ENSECAG00000012680.4,ENSECAT00000071334,ENSECAT00000071334.2,ENSG00000139597,N4BP2L1,35.3448,50.6173,0
ENSECAG00000012680,ENSECAG00000012680.4,ENSECAT00000109004,ENSECAT00000109004.1,ENSG00000139597,N4BP2L1,35.3448,50.6173,0
ENSECAG00000014168,ENSECAG00000014168.4,ENSECAT00000117045,ENSECAT00000117045.1,ENSG00000101182,PSMA7,59.5506,85.4839,1
ENSECAG00000014168,ENSECAG00000014168.4,ENSECAT00000055291,ENSECAT00000055291.3,ENSG00000101182,PSMA7,59.5506,85.4839,1
ENSECAG00000014168,ENSECAG00000014168.4,ENSECAT00000085402,ENSECAT00000085402.1,ENSG00000101182,PSMA7,59.5506,85.4839,1
ENSECAG00000014168,ENSECAG00000014168.4,ENSECAT00000088155,ENSECAT00000088155.1,ENSG00000101182,PSMA7,59.5506,85.4839,1
ENSECAG00000018098,ENSECAG00000018098.4,ENSECAT00000070228,ENSECAT00000070228.2,ENSG00000159140,SON,90.7407,86.8508,1
ENSECAG00000018098,ENSECAG00000018098.4,ENSECAT00000075034,ENSECAT00000075034.2,ENSG00000159140,SON,90.7407,86.8508,1
ENSECAG00000018098,ENSECAG00000018098.4,ENSECAT00000056715,ENSECAT00000056715.2,ENSG00000159140,SON,90.7407,86.8508,1
ENSECAG00000018098,ENSECAG00000018098.4,ENSECAT00000019443,ENSECAT00000019443.4,ENSG00000159140,SON,90.7407,86.8508,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000047627,ENSECAT00000047627.3,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000076736,ENSECAT00000076736.2,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000135369,ENSECAT00000135369.1,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000078763,ENSECAT00000078763.2,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000012523,ENSECAT00000012523.3,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000126139,ENSECAT00000126139.1,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000145350,ENSECAT00000145350.1,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000011756,ENSECAG00000011756.4,ENSECAT00000113051,ENSECAT00000113051.1,ENSG00000072803,FBXW11,98.8658,92.8952,1
ENSECAG00000047970,ENSECAG00000047970.1,ENSECAT00000132575,ENSECAT00000132575.1,ENSG00000170545,SMAGP,43.6548,88.6598,0
ENSECAG00000047970,ENSECAG00000047970.1,ENSECAT00000132325,ENSECAT00000132325.1,ENSG00000170545,SMAGP,43.6548,88.6598,0
ENSECAG00000008937,ENSECAG00000008937.4,ENSECAT00000066033,ENSECAT00000066033.2,ENSG00000004660,CAMKK1,86.1314,93.4653,1
ENSECAG00000008937,ENSECAG00000008937.4,ENSECAT00000127186,ENSECAT00000127186.1,ENSG00000004660,CAMKK1,86.1314,93.4653,1
ENSECAG00000008937,ENSECAG00000008937.4,ENSECAT00000097861,ENSECAT00000097861.1,ENSG00000004660,CAMKK1,86.1314,93.4653,1
ENSECAG00000008937,ENSECAG00000008937.4,ENSECAT00000118224,ENSECAT00000118224.1,ENSG00000004660,CAMKK1,86.1314,93.4653,1
ENSECAG00000008937,ENSECAG00000008937.4,ENSECAT00000139986,ENSECAT00000139986.1,ENSG00000004660,CAMKK1,86.1314,93.4653,1
ENSECAG00000008937,ENSECAG00000008937.4,ENSECAT00000108719,ENSECAT00000108719.1,ENSG00000004660,CAMKK1,86.1314,93.4653,1
ENSECAG00000008937,ENSECAG00000008937.4,ENSECAT00000009371,ENSECAT00000009371.3,ENSG00000004660,CAMKK1,86.1314,93.4653,1
ENSECAG00000006410,ENSECAG00000006410.4,ENSECAT00000006704,ENSECAT00000006704.3,ENSG00000167196,FBXO22,91.3366,91.5633,1
ENSECAG00000022899,ENSECAG00000022899.3,ENSECAT00000024605,ENSECAT00000024605.3,ENSG00000141337,ARSG,85.1301,87.2381,1
ENSECAG00000022899,ENSECAG00000022899.3,ENSECAT00000148118,ENSECAT00000148118.1,ENSG00000141337,ARSG,85.1301,87.2381,1
ENSECAG00000022899,ENSECAG00000022899.3,ENSECAT00000083618,ENSECAT00000083618.1,ENSG00000141337,ARSG,85.1301,87.2381,1
ENSECAG00000007176,ENSECAG00000007176.3,ENSECAT00000007170,ENSECAT00000007170.3,ENSG00000164181,ELOVL7,90.3915,90.3915,1
ENSECAG00000007176,ENSECAG00000007176.3,ENSECAT00000082002,ENSECAT00000082002.1,ENSG00000164181,ELOVL7,90.3915,90.3915,1
ENSECAG00000007176,ENSECAG00000007176.3,ENSECAT00000112013,ENSECAT00000112013.1,ENSG00000164181,ELOVL7,90.3915,90.3915,1
ENSECAG00000021329,ENSECAG00000021329.4,ENSECAT00000115513,ENSECAT00000115513.1,ENSG00000169684,CHRNA5,84.4898,88.4615,1
