horse_symbol,horse_gene_id,human_gene_id,human_symbol,status
LOC111769571,111769571,,,NO_ORTHOLOG
LOC111769596,111769596,5732.0,PTGER2,OK
LOC111769597,111769597,,,NO_ORTHOLOG
LOC111769598,111769598,,,NO_ORTHOLOG
LOC111769599,111769599,,,NO_ORTHOLOG
LOC111769605,111769605,,,NO_ORTHOLOG
LOC111769607,111769607,114770.0,PGLYRP2,OK
LOC111769613,111769613,,,NO_ORTHOLOG
LOC111769614,111769614,,,NO_ORTHOLOG
LOC111769618,111769618,,,NO_ORTHOLOG
LOC111769620,111769620,,,NO_ORTHOLOG
LOC111769621,111769621,,,NO_ORTHOLOG
LOC111769622,111769622,,,NO_ORTHOLOG
LOC111769623,111769623,,,NO_ORTHOLOG
LOC111769625,111769625,,,NO_ORTHOLOG
LOC111769626,111769626,,,NO_ORTHOLOG
LOC111769627,111769627,,,NO_ORTHOLOG
LOC111769628,111769628,,,NO_ORTHOLOG
LOC111769629,111769629,,,NO_ORTHOLOG
LOC111769630,111769630,,,NO_ORTHOLOG
LOC111769631,111769631,,,NO_ORTHOLOG
LOC111769632,111769632,,,NO_ORTHOLOG
LOC111769633,111769633,,,NO_ORTHOLOG
LOC111769634,111769634,,,NO_ORTHOLOG
LOC111769635,111769635,,,NO_ORTHOLOG
LOC111769636,111769636,,,NO_ORTHOLOG
LOC111769637,111769637,,,NO_ORTHOLOG
LOC111769638,111769638,,,NO_ORTHOLOG
LOC111769639,111769639,,,NO_ORTHOLOG
LOC111769640,111769640,,,NO_ORTHOLOG
LOC111769641,111769641,,,NO_ORTHOLOG
LOC111769642,111769642,,,NO_ORTHOLOG
LOC111769643,111769643,,,NO_ORTHOLOG
LOC111769644,111769644,,,NO_ORTHOLOG
LOC111769645,111769645,,,NO_ORTHOLOG
LOC111769646,111769646,,,NO_ORTHOLOG
LOC111769647,111769647,,,NO_ORTHOLOG
LOC111769648,111769648,,,NO_ORTHOLOG
LOC111769649,111769649,,,NO_ORTHOLOG
LOC111769650,111769650,,,NO_ORTHOLOG
LOC111769651,111769651,,,NO_ORTHOLOG
LOC111769652,111769652,,,NO_ORTHOLOG
LOC111769654,111769654,,,NO_ORTHOLOG
LOC111769656,111769656,,,NO_ORTHOLOG
LOC111769658,111769658,,,NO_ORTHOLOG
LOC111769659,111769659,,,NO_ORTHOLOG
LOC111769660,111769660,,,NO_ORTHOLOG
LOC111769662,111769662,,,NO_ORTHOLOG
LOC111769663,111769663,,,NO_ORTHOLOG
LOC111769664,111769664,,,NO_ORTHOLOG
LOC111769665,111769665,,,NO_ORTHOLOG
LOC111769666,111769666,,,NO_ORTHOLOG
LOC111769667,111769667,,,NO_ORTHOLOG
LOC111769668,111769668,,,NO_ORTHOLOG
LOC111769669,111769669,,,NO_ORTHOLOG
LOC111769670,111769670,,,NO_ORTHOLOG
LOC111769671,111769671,,,NO_ORTHOLOG
LOC111769672,111769672,,,NO_ORTHOLOG
LOC111769674,111769674,,,NO_ORTHOLOG
LOC111769676,111769676,,,NO_ORTHOLOG
LOC111769677,111769677,,,NO_ORTHOLOG
LOC111769678,111769678,,,NO_ORTHOLOG
LOC111769679,111769679,,,NO_ORTHOLOG
LOC111769680,111769680,,,NO_ORTHOLOG
LOC111769681,111769681,,,NO_ORTHOLOG
LOC111769682,111769682,,,NO_ORTHOLOG
LOC111769684,111769684,,,NO_ORTHOLOG
LOC111769685,111769685,,,NO_ORTHOLOG
LOC111769686,111769686,,,NO_ORTHOLOG
LOC111769687,111769687,,,NO_ORTHOLOG
LOC111769688,111769688,,,NO_ORTHOLOG
LOC111769689,111769689,,,NO_ORTHOLOG
LOC111769690,111769690,,,NO_ORTHOLOG
LOC111769691,111769691,,,NO_ORTHOLOG
LOC111769692,111769692,,,NO_ORTHOLOG
LOC111769693,111769693,,,NO_ORTHOLOG
LOC111769694,111769694,,,NO_ORTHOLOG
LOC111769697,111769697,,,NO_ORTHOLOG
LOC111769698,111769698,,,NO_ORTHOLOG
LOC111769699,111769699,,,NO_ORTHOLOG
LOC111769700,111769700,,,NO_ORTHOLOG
LOC111769701,111769701,,,NO_ORTHOLOG
LOC111769702,111769702,,,NO_ORTHOLOG
LOC111769703,111769703,,,NO_ORTHOLOG
LOC111769704,111769704,,,NO_ORTHOLOG
LOC111769705,111769705,,,NO_ORTHOLOG
LOC111769706,111769706,,,NO_ORTHOLOG
LOC111769707,111769707,,,NO_ORTHOLOG
LOC111769708,111769708,,,NO_ORTHOLOG
LOC111769709,111769709,,,NO_ORTHOLOG
LOC111769710,111769710,,,NO_ORTHOLOG
LOC111769711,111769711,,,NO_ORTHOLOG
LOC111769712,111769712,,,NO_ORTHOLOG
LOC111769713,111769713,373.0,TRIM23,OK
LOC111769714,111769714,,,NO_ORTHOLOG
LOC111769715,111769715,,,NO_ORTHOLOG
LOC111769716,111769716,373.0,TRIM23,OK
LOC111769717,111769717,23398.0,PPWD1,OK
LOC111769718,111769718,,,NO_ORTHOLOG
LOC111769719,111769719,11174.0,ADAMTS6,OK
LOC111769720,111769720,,,NO_ORTHOLOG
LOC111769721,111769721,,,NO_ORTHOLOG
LOC111769722,111769722,,,NO_ORTHOLOG
LOC111769723,111769723,,,NO_ORTHOLOG
LOC111769724,111769724,,,NO_ORTHOLOG
LOC111769725,111769725,,,NO_ORTHOLOG
LOC111769726,111769726,,,NO_ORTHOLOG
LOC111769727,111769727,,,NO_ORTHOLOG
LOC111769728,111769728,,,NO_ORTHOLOG
LOC111769729,111769729,,,NO_ORTHOLOG
LOC111769730,111769730,,,NO_ORTHOLOG
LOC111769731,111769731,,,NO_ORTHOLOG
LOC111769732,111769732,,,NO_ORTHOLOG
LOC111769733,111769733,,,NO_ORTHOLOG
LOC111769734,111769734,,,NO_ORTHOLOG
LOC111769735,111769735,,,NO_ORTHOLOG
LOC111769736,111769736,,,NO_ORTHOLOG
LOC111769737,111769737,,,NO_ORTHOLOG
LOC111769738,111769738,,,NO_ORTHOLOG
LOC111769739,111769739,,,NO_ORTHOLOG
LOC111769740,111769740,,,NO_ORTHOLOG
LOC111769741,111769741,,,NO_ORTHOLOG
LOC111769742,111769742,,,NO_ORTHOLOG
LOC111769743,111769743,,,NO_ORTHOLOG
LOC111769744,111769744,,,NO_ORTHOLOG
LOC111769745,111769745,,,NO_ORTHOLOG
LOC111769746,111769746,,,NO_ORTHOLOG
LOC111769747,111769747,,,NO_ORTHOLOG
LOC111769748,111769748,,,NO_ORTHOLOG
LOC111769749,111769749,,,NO_ORTHOLOG
LOC111769750,111769750,,,NO_ORTHOLOG
LOC111769751,111769751,,,NO_ORTHOLOG
LOC111769752,111769752,,,NO_ORTHOLOG
LOC111769753,111769753,,,NO_ORTHOLOG
LOC111769754,111769754,,,NO_ORTHOLOG
LOC111769755,111769755,,,NO_ORTHOLOG
LOC111769756,111769756,,,NO_ORTHOLOG
LOC111769757,111769757,,,NO_ORTHOLOG
LOC111769758,111769758,,,NO_ORTHOLOG
LOC111769759,111769759,,,NO_ORTHOLOG
LOC111769760,111769760,,,NO_ORTHOLOG
LOC111769761,111769761,,,NO_ORTHOLOG
LOC111769762,111769762,,,NO_ORTHOLOG
LOC111769763,111769763,,,NO_ORTHOLOG
LOC111769764,111769764,,,NO_ORTHOLOG
LOC111769765,111769765,,,NO_ORTHOLOG
LOC111769766,111769766,,,NO_ORTHOLOG
LOC111769767,111769767,,,NO_ORTHOLOG
LOC111769768,111769768,,,NO_ORTHOLOG
LOC111769769,111769769,,,NO_ORTHOLOG
LOC111769770,111769770,,,NO_ORTHOLOG
LOC111769771,111769771,,,NO_ORTHOLOG
LOC111769772,111769772,,,NO_ORTHOLOG
LOC111769773,111769773,,,NO_ORTHOLOG
LOC111769774,111769774,,,NO_ORTHOLOG
LOC111769775,111769775,,,NO_ORTHOLOG
LOC111769776,111769776,,,NO_ORTHOLOG
LOC111769777,111769777,,,NO_ORTHOLOG
LOC111769778,111769778,,,NO_ORTHOLOG
LOC111769779,111769779,,,NO_ORTHOLOG
LOC111769780,111769780,,,NO_ORTHOLOG
LOC111769781,111769781,,,NO_ORTHOLOG
LOC111769782,111769782,,,NO_ORTHOLOG
LOC111769783,111769783,,,NO_ORTHOLOG
LOC111769784,111769784,,,NO_ORTHOLOG
LOC111769785,111769785,,,NO_ORTHOLOG
LOC111769786,111769786,,,NO_ORTHOLOG
LOC111769787,111769787,,,NO_ORTHOLOG
LOC111769788,111769788,,,NO_ORTHOLOG
LOC111769789,111769789,,,NO_ORTHOLOG
LOC111769790,111769790,,,NO_ORTHOLOG
LOC111769791,111769791,,,NO_ORTHOLOG
LOC111769792,111769792,,,NO_ORTHOLOG
LOC111769793,111769793,,,NO_ORTHOLOG
LOC111769794,111769794,,,NO_ORTHOLOG
LOC111769795,111769795,3575.0,IL7R,OK
LOC111769796,111769796,79925.0,SPEF2,OK
LOC111769797,111769797,,,NO_ORTHOLOG
LOC111769798,111769798,79925.0,SPEF2,OK
LOC111769799,111769799,,,NO_ORTHOLOG
LOC111769800,111769800,,,NO_ORTHOLOG
LOC111769801,111769801,,,NO_ORTHOLOG
LOC111769802,111769802,3575.0,IL7R,OK
LOC111769803,111769803,,,NO_ORTHOLOG
LOC111769804,111769804,133690.0,CAPSL,OK
LOC111769805,111769805,,,NO_ORTHOLOG
LOC111769806,111769806,,,NO_ORTHOLOG
LOC111769807,111769807,,,NO_ORTHOLOG
LOC111769808,111769808,,,NO_ORTHOLOG
LOC111769809,111769809,,,NO_ORTHOLOG
LOC111769810,111769810,,,NO_ORTHOLOG
LOC111769811,111769811,,,NO_ORTHOLOG
LOC111769812,111769812,,,NO_ORTHOLOG
LOC111769813,111769813,,,NO_ORTHOLOG
LOC111769814,111769814,,,NO_ORTHOLOG
LOC111769815,111769815,,,NO_ORTHOLOG
LOC111769816,111769816,,,NO_ORTHOLOG
LOC111769817,111769817,,,NO_ORTHOLOG
LOC111769818,111769818,,,NO_ORTHOLOG
LOC111769819,111769819,,,NO_ORTHOLOG
LOC111769820,111769820,,,NO_ORTHOLOG
LOC111769821,111769821,,,NO_ORTHOLOG
LOC111769822,111769822,,,NO_ORTHOLOG
LOC111769823,111769823,,,NO_ORTHOLOG
LOC111769824,111769824,,,NO_ORTHOLOG
LOC111769825,111769825,,,NO_ORTHOLOG
LOC111769826,111769826,,,NO_ORTHOLOG
LOC111769827,111769827,,,NO_ORTHOLOG
LOC111769828,111769828,,,NO_ORTHOLOG
LOC111769829,111769829,,,NO_ORTHOLOG
LOC111769830,111769830,,,NO_ORTHOLOG
LOC111769831,111769831,,,NO_ORTHOLOG
LOC111769832,111769832,,,NO_ORTHOLOG
LOC111769833,111769833,,,NO_ORTHOLOG
LOC111769834,111769834,,,NO_ORTHOLOG
LOC111769835,111769835,,,NO_ORTHOLOG
LOC111769836,111769836,,,NO_ORTHOLOG
LOC111769837,111769837,,,NO_ORTHOLOG
LOC111769838,111769838,,,NO_ORTHOLOG
LOC111769839,111769839,,,NO_ORTHOLOG
LOC111769840,111769840,,,NO_ORTHOLOG
LOC111769841,111769841,,,NO_ORTHOLOG
LOC111769842,111769842,,,NO_ORTHOLOG
LOC111769843,111769843,,,NO_ORTHOLOG
LOC111769844,111769844,,,NO_ORTHOLOG
LOC111769845,111769845,,,NO_ORTHOLOG
LOC111769846,111769846,,,NO_ORTHOLOG
LOC111769847,111769847,,,NO_ORTHOLOG
LOC111769848,111769848,,,NO_ORTHOLOG
LOC111769849,111769849,,,NO_ORTHOLOG
LOC111769850,111769850,,,NO_ORTHOLOG
LOC111769851,111769851,,,NO_ORTHOLOG
LOC111769852,111769852,,,NO_ORTHOLOG
LOC111769853,111769853,,,NO_ORTHOLOG
LOC111769854,111769854,,,NO_ORTHOLOG
LOC111769855,111769855,,,NO_ORTHOLOG
LOC111769856,111769856,,,NO_ORTHOLOG
LOC111769857,111769857,,,NO_ORTHOLOG
LOC111769858,111769858,,,NO_ORTHOLOG
LOC111769859,111769859,,,NO_ORTHOLOG
LOC111769860,111769860,,,NO_ORTHOLOG
LOC111769861,111769861,,,NO_ORTHOLOG
LOC111769862,111769862,,,NO_ORTHOLOG
LOC111769863,111769863,,,NO_ORTHOLOG
LOC111769864,111769864,,,NO_ORTHOLOG
LOC111769865,111769865,,,NO_ORTHOLOG
LOC111769866,111769866,,,NO_ORTHOLOG
LOC111769867,111769867,,,NO_ORTHOLOG
LOC111769868,111769868,,,NO_ORTHOLOG
LOC111769869,111769869,,,NO_ORTHOLOG
LOC111769871,111769871,,,NO_ORTHOLOG
LOC111769872,111769872,,,NO_ORTHOLOG
LOC111769873,111769873,,,NO_ORTHOLOG
LOC111769874,111769874,,,NO_ORTHOLOG
LOC111769875,111769875,,,NO_ORTHOLOG
LOC111769876,111769876,,,NO_ORTHOLOG
LOC111769877,111769877,,,NO_ORTHOLOG
LOC111769888,111769888,,,NO_ORTHOLOG
LOC111769889,111769889,,,NO_ORTHOLOG
LOC111769890,111769890,,,NO_ORTHOLOG
LOC111769891,111769891,,,NO_ORTHOLOG
LOC111769893,111769893,,,NO_ORTHOLOG
LOC111769894,111769894,,,NO_ORTHOLOG
LOC111769895,111769895,,,NO_ORTHOLOG
LOC111769896,111769896,,,NO_ORTHOLOG
LOC111769897,111769897,,,NO_ORTHOLOG
LOC111769898,111769898,,,NO_ORTHOLOG
LOC111769900,111769900,,,NO_ORTHOLOG
LOC111769901,111769901,,,NO_ORTHOLOG
LOC111769903,111769903,,,NO_ORTHOLOG
LOC111769904,111769904,,,NO_ORTHOLOG
LOC111769906,111769906,,,NO_ORTHOLOG
LOC111769909,111769909,,,NO_ORTHOLOG
LOC111769910,111769910,,,NO_ORTHOLOG
LOC111769911,111769911,,,NO_ORTHOLOG
LOC111769914,111769914,,,NO_ORTHOLOG
LOC111769915,111769915,,,NO_ORTHOLOG
LOC111769917,111769917,,,NO_ORTHOLOG
LOC111769918,111769918,,,NO_ORTHOLOG
LOC111769919,111769919,,,NO_ORTHOLOG
LOC111769920,111769920,,,NO_ORTHOLOG
LOC111769921,111769921,,,NO_ORTHOLOG
LOC111769923,111769923,,,NO_ORTHOLOG
LOC111769926,111769926,,,NO_ORTHOLOG
LOC111769928,111769928,,,NO_ORTHOLOG
LOC111769929,111769929,,,NO_ORTHOLOG
LOC111769933,111769933,,,NO_ORTHOLOG
LOC111769935,111769935,,,NO_ORTHOLOG
LOC111769936,111769936,,,NO_ORTHOLOG
LOC111769940,111769940,,,NO_ORTHOLOG
LOC111769943,111769943,,,NO_ORTHOLOG
LOC111769947,111769947,,,NO_ORTHOLOG
LOC111769949,111769949,,,NO_ORTHOLOG
LOC111769951,111769951,,,NO_ORTHOLOG
LOC111769952,111769952,,,NO_ORTHOLOG
LOC111769953,111769953,,,NO_ORTHOLOG
LOC111769954,111769954,,,NO_ORTHOLOG
LOC111769955,111769955,,,NO_ORTHOLOG
LOC111769956,111769956,,,NO_ORTHOLOG
LOC111769957,111769957,,,NO_ORTHOLOG
LOC111769958,111769958,,,NO_ORTHOLOG
LOC111769959,111769959,,,NO_ORTHOLOG
LOC111769960,111769960,,,NO_ORTHOLOG
LOC111769961,111769961,,,NO_ORTHOLOG
LOC111769962,111769962,,,NO_ORTHOLOG
LOC111769963,111769963,,,NO_ORTHOLOG
LOC111769964,111769964,,,NO_ORTHOLOG
LOC111769965,111769965,,,NO_ORTHOLOG
LOC111769966,111769966,,,NO_ORTHOLOG
LOC111769967,111769967,,,NO_ORTHOLOG
LOC111769968,111769968,,,NO_ORTHOLOG
LOC111769969,111769969,,,NO_ORTHOLOG
LOC111769970,111769970,,,NO_ORTHOLOG
LOC111769971,111769971,,,NO_ORTHOLOG
LOC111769972,111769972,,,NO_ORTHOLOG
LOC111769974,111769974,,,NO_ORTHOLOG
LOC111769976,111769976,,,NO_ORTHOLOG
LOC111769977,111769977,164395.0,TTLL9,OK
LOC111769978,111769978,,,NO_ORTHOLOG
LOC111769979,111769979,,,NO_ORTHOLOG
LOC111769980,111769980,,,NO_ORTHOLOG
LOC111769981,111769981,,,NO_ORTHOLOG
LOC111769982,111769982,,,NO_ORTHOLOG
LOC111769983,111769983,,,NO_ORTHOLOG
LOC111769984,111769984,,,NO_ORTHOLOG
LOC111769985,111769985,,,NO_ORTHOLOG
LOC111769986,111769986,,,NO_ORTHOLOG
LOC111769987,111769987,,,NO_ORTHOLOG
LOC111769988,111769988,,,NO_ORTHOLOG
LOC111769990,111769990,,,NO_ORTHOLOG
LOC111769991,111769991,,,NO_ORTHOLOG
LOC111769992,111769992,,,NO_ORTHOLOG
LOC111769993,111769993,,,NO_ORTHOLOG
LOC111769994,111769994,22913.0,RALY,OK
LOC111769995,111769995,,,NO_ORTHOLOG
LOC111769996,111769996,128869.0,PIGU,OK
LOC111769997,111769997,,,NO_ORTHOLOG
LOC111769998,111769998,,,NO_ORTHOLOG
LOC111769999,111769999,,,NO_ORTHOLOG
LOC111770000,111770000,,,NO_ORTHOLOG
LOC111770001,111770001,,,NO_ORTHOLOG
LOC111770002,111770002,,,NO_ORTHOLOG
LOC111770003,111770003,,,NO_ORTHOLOG
LOC111770004,111770004,,,NO_ORTHOLOG
LOC111770005,111770005,,,NO_ORTHOLOG
LOC111770006,111770006,,,NO_ORTHOLOG
LOC111770007,111770007,,,NO_ORTHOLOG
LOC111770008,111770008,,,NO_ORTHOLOG
LOC111770009,111770009,,,NO_ORTHOLOG
LOC111770010,111770010,,,NO_ORTHOLOG
LOC111770011,111770011,,,NO_ORTHOLOG
LOC111770012,111770012,,,NO_ORTHOLOG
LOC111770013,111770013,,,NO_ORTHOLOG
LOC111770014,111770014,,,NO_ORTHOLOG
LOC111770015,111770015,,,NO_ORTHOLOG
LOC111770017,111770017,,,NO_ORTHOLOG
LOC111770018,111770018,,,NO_ORTHOLOG
LOC111770019,111770019,,,NO_ORTHOLOG
LOC111770020,111770020,,,NO_ORTHOLOG
LOC111770021,111770021,,,NO_ORTHOLOG
LOC111770022,111770022,,,NO_ORTHOLOG
LOC111770023,111770023,,,NO_ORTHOLOG
LOC111770024,111770024,,,NO_ORTHOLOG
LOC111770025,111770025,,,NO_ORTHOLOG
LOC111770026,111770026,,,NO_ORTHOLOG
LOC111770027,111770027,,,NO_ORTHOLOG
LOC111770028,111770028,,,NO_ORTHOLOG
LOC111770029,111770029,,,NO_ORTHOLOG
LOC111770030,111770030,,,NO_ORTHOLOG
LOC111770031,111770031,,,NO_ORTHOLOG
LOC111770032,111770032,,,NO_ORTHOLOG
LOC111770033,111770033,,,NO_ORTHOLOG
LOC111770034,111770034,,,NO_ORTHOLOG
LOC111770035,111770035,,,NO_ORTHOLOG
LOC111770036,111770036,,,NO_ORTHOLOG
LOC111770037,111770037,,,NO_ORTHOLOG
LOC111770038,111770038,,,NO_ORTHOLOG
LOC111770039,111770039,,,NO_ORTHOLOG
LOC111770040,111770040,,,NO_ORTHOLOG
LOC111770041,111770041,,,NO_ORTHOLOG
LOC111770042,111770042,,,NO_ORTHOLOG
LOC111770043,111770043,,,NO_ORTHOLOG
LOC111770044,111770044,,,NO_ORTHOLOG
LOC111770045,111770045,,,NO_ORTHOLOG
LOC111770046,111770046,,,NO_ORTHOLOG
LOC111770047,111770047,,,NO_ORTHOLOG
LOC111770048,111770048,,,NO_ORTHOLOG
LOC111770049,111770049,,,NO_ORTHOLOG
LOC111770050,111770050,,,NO_ORTHOLOG
LOC111770051,111770051,,,NO_ORTHOLOG
LOC111770052,111770052,,,NO_ORTHOLOG
LOC111770053,111770053,,,NO_ORTHOLOG
LOC111770056,111770056,,,NO_ORTHOLOG
LOC111770057,111770057,,,NO_ORTHOLOG
LOC111770060,111770060,,,NO_ORTHOLOG
LOC111770061,111770061,30813.0,VSX1,OK
LOC111770062,111770062,56261.0,GPCPD1,OK
LOC111770064,111770064,,,NO_ORTHOLOG
LOC111770065,111770065,,,NO_ORTHOLOG
LOC111770066,111770066,,,NO_ORTHOLOG
LOC111770067,111770067,,,NO_ORTHOLOG
LOC111770068,111770068,,,NO_ORTHOLOG
LOC111770069,111770069,,,NO_ORTHOLOG
LOC111770070,111770070,,,NO_ORTHOLOG
LOC111770071,111770071,,,NO_ORTHOLOG
LOC111770072,111770072,,,NO_ORTHOLOG
LOC111770073,111770073,,,NO_ORTHOLOG
LOC111770074,111770074,,,NO_ORTHOLOG
LOC111770075,111770075,,,NO_ORTHOLOG
LOC111770076,111770076,,,NO_ORTHOLOG
LOC111770077,111770077,,,NO_ORTHOLOG
LOC111770078,111770078,,,NO_ORTHOLOG
LOC111770079,111770079,,,NO_ORTHOLOG
LOC111770080,111770080,,,NO_ORTHOLOG
LOC111770081,111770081,,,NO_ORTHOLOG
LOC111770082,111770082,,,NO_ORTHOLOG
LOC111770083,111770083,,,NO_ORTHOLOG
LOC111770084,111770084,,,NO_ORTHOLOG
LOC111770085,111770085,,,NO_ORTHOLOG
LOC111770086,111770086,,,NO_ORTHOLOG
LOC111770087,111770087,,,NO_ORTHOLOG
LOC111770088,111770088,,,NO_ORTHOLOG
LOC111770089,111770089,,,NO_ORTHOLOG
LOC111770090,111770090,,,NO_ORTHOLOG
LOC111770091,111770091,,,NO_ORTHOLOG
LOC111770092,111770092,,,NO_ORTHOLOG
LOC111770094,111770094,,,NO_ORTHOLOG
LOC111770095,111770095,,,NO_ORTHOLOG
LOC111770096,111770096,,,NO_ORTHOLOG
LOC111770097,111770097,,,NO_ORTHOLOG
LOC111770098,111770098,,,NO_ORTHOLOG
LOC111770099,111770099,,,NO_ORTHOLOG
LOC111770100,111770100,,,NO_ORTHOLOG
LOC111770101,111770101,,,NO_ORTHOLOG
LOC111770102,111770102,,,NO_ORTHOLOG
LOC111770103,111770103,,,NO_ORTHOLOG
LOC111770104,111770104,,,NO_ORTHOLOG
LOC111770105,111770105,,,NO_ORTHOLOG
LOC111770106,111770106,,,NO_ORTHOLOG
LOC111770107,111770107,,,NO_ORTHOLOG
LOC111770108,111770108,,,NO_ORTHOLOG
LOC111770109,111770109,,,NO_ORTHOLOG
LOC111770110,111770110,,,NO_ORTHOLOG
LOC111770111,111770111,,,NO_ORTHOLOG
LOC111770112,111770112,,,NO_ORTHOLOG
LOC111770113,111770113,,,NO_ORTHOLOG
LOC111770114,111770114,,,NO_ORTHOLOG
LOC111770115,111770115,,,NO_ORTHOLOG
LOC111770116,111770116,,,NO_ORTHOLOG
LOC111770117,111770117,,,NO_ORTHOLOG
LOC111770118,111770118,,,NO_ORTHOLOG
LOC111770119,111770119,,,NO_ORTHOLOG
LOC111770120,111770120,,,NO_ORTHOLOG
LOC111770121,111770121,,,NO_ORTHOLOG
LOC111770122,111770122,,,NO_ORTHOLOG
LOC111770123,111770123,,,NO_ORTHOLOG
LOC111770124,111770124,,,NO_ORTHOLOG
LOC111770125,111770125,,,NO_ORTHOLOG
LOC111770126,111770126,,,NO_ORTHOLOG
LOC111770127,111770127,,,NO_ORTHOLOG
LOC111770128,111770128,,,NO_ORTHOLOG
LOC111770129,111770129,,,NO_ORTHOLOG
LOC111770130,111770130,,,NO_ORTHOLOG
LOC111770131,111770131,,,NO_ORTHOLOG
LOC111770132,111770132,,,NO_ORTHOLOG
LOC111770134,111770134,,,NO_ORTHOLOG
LOC111770135,111770135,,,NO_ORTHOLOG
LOC111770136,111770136,,,NO_ORTHOLOG
LOC111770137,111770137,,,NO_ORTHOLOG
LOC111770138,111770138,,,NO_ORTHOLOG
LOC111770139,111770139,,,NO_ORTHOLOG
LOC111770140,111770140,,,NO_ORTHOLOG
LOC111770141,111770141,,,NO_ORTHOLOG
LOC111770142,111770142,,,NO_ORTHOLOG
LOC111770143,111770143,,,NO_ORTHOLOG
LOC111770145,111770145,,,NO_ORTHOLOG
LOC111770146,111770146,,,NO_ORTHOLOG
LOC111770147,111770147,,,NO_ORTHOLOG
LOC111770148,111770148,,,NO_ORTHOLOG
LOC111770149,111770149,,,NO_ORTHOLOG
LOC111770151,111770151,,,NO_ORTHOLOG
LOC111770152,111770152,,,NO_ORTHOLOG
LOC111770153,111770153,,,NO_ORTHOLOG
LOC111770154,111770154,,,NO_ORTHOLOG
LOC111770155,111770155,,,NO_ORTHOLOG
LOC111770156,111770156,,,NO_ORTHOLOG
LOC111770157,111770157,,,NO_ORTHOLOG
LOC111770158,111770158,,,NO_ORTHOLOG
LOC111770159,111770159,,,NO_ORTHOLOG
LOC111770160,111770160,,,NO_ORTHOLOG
LOC111770161,111770161,,,NO_ORTHOLOG
LOC111770162,111770162,,,NO_ORTHOLOG
LOC111770163,111770163,,,NO_ORTHOLOG
LOC111770164,111770164,,,NO_ORTHOLOG
LOC111770165,111770165,,,NO_ORTHOLOG
LOC111770166,111770166,,,NO_ORTHOLOG
LOC111770167,111770167,,,NO_ORTHOLOG
LOC111770168,111770168,,,NO_ORTHOLOG
LOC111770169,111770169,,,NO_ORTHOLOG
LOC111770170,111770170,5789.0,PTPRD,OK
LOC111770171,111770171,5789.0,PTPRD,OK
LOC111770172,111770172,,,NO_ORTHOLOG
LOC111770173,111770173,,,NO_ORTHOLOG
LOC111770174,111770174,,,NO_ORTHOLOG
LOC111770175,111770175,,,NO_ORTHOLOG
LOC111770176,111770176,,,NO_ORTHOLOG
LOC111770177,111770177,,,NO_ORTHOLOG
LOC111770178,111770178,,,NO_ORTHOLOG
LOC111770179,111770179,,,NO_ORTHOLOG
LOC111770180,111770180,,,NO_ORTHOLOG
LOC111770181,111770181,,,NO_ORTHOLOG
LOC111770182,111770182,,,NO_ORTHOLOG
LOC111770183,111770183,,,NO_ORTHOLOG
LOC111770184,111770184,,,NO_ORTHOLOG
LOC111770185,111770185,,,NO_ORTHOLOG
LOC111770186,111770186,,,NO_ORTHOLOG
LOC111770187,111770187,,,NO_ORTHOLOG
LOC111770188,111770188,,,NO_ORTHOLOG
LOC111770189,111770189,,,NO_ORTHOLOG
LOC111770190,111770190,,,NO_ORTHOLOG
LOC111770191,111770191,,,NO_ORTHOLOG
LOC111770192,111770192,,,NO_ORTHOLOG
LOC111770193,111770193,,,NO_ORTHOLOG
LOC111770194,111770194,,,NO_ORTHOLOG
LOC111770196,111770196,,,NO_ORTHOLOG
LOC111770197,111770197,,,NO_ORTHOLOG
LOC111770198,111770198,,,NO_ORTHOLOG
LOC111770199,111770199,158038.0,LINGO2,OK
LOC111770200,111770200,,,NO_ORTHOLOG
LOC111770201,111770201,158038.0,LINGO2,OK
LOC111770202,111770202,,,NO_ORTHOLOG
LOC111770203,111770203,,,NO_ORTHOLOG
LOC111770204,111770204,,,NO_ORTHOLOG
LOC111770205,111770205,,,NO_ORTHOLOG
LOC111770206,111770206,,,NO_ORTHOLOG
LOC111770207,111770207,,,NO_ORTHOLOG
LOC111770208,111770208,,,NO_ORTHOLOG
LOC111770209,111770209,,,NO_ORTHOLOG
LOC111770210,111770210,730098.0,LOC730098,OK
LOC111770211,111770211,,,NO_ORTHOLOG
LOC111770212,111770212,,,NO_ORTHOLOG
LOC111770213,111770213,,,NO_ORTHOLOG
LOC111770214,111770214,,,NO_ORTHOLOG
LOC111770215,111770215,,,NO_ORTHOLOG
LOC111770216,111770216,,,NO_ORTHOLOG
LOC111770217,111770217,,,NO_ORTHOLOG
LOC111770218,111770218,,,NO_ORTHOLOG
LOC111770219,111770219,,,NO_ORTHOLOG
LOC111770220,111770220,,,NO_ORTHOLOG
LOC111770221,111770221,,,NO_ORTHOLOG
LOC111770222,111770222,,,NO_ORTHOLOG
LOC111770223,111770223,,,NO_ORTHOLOG
LOC111770225,111770225,,,NO_ORTHOLOG
LOC111770226,111770226,,,NO_ORTHOLOG
LOC111770227,111770227,,,NO_ORTHOLOG
LOC111770228,111770228,,,NO_ORTHOLOG
LOC111770229,111770229,,,NO_ORTHOLOG
LOC111770230,111770230,,,NO_ORTHOLOG
